label,pitch_range,av_pitch,min_pitch,max_pitch,pitch75,pitch25,av_first_pitch,av_end_pitch,num_change_points_pitch,num_change_points_loudness,max_loudness,min_loudness,loudness75,loudness25,direction_asc,direction_desc,duration,index,svara,timestep,track
0,542.9279505440514,915.6083193635023,696.3796539075996,1239.307604451651,1152.5343092687572,746.6785286354913,1215.3615582135005,828.8727810166374,4,2,2.4645386,-18.845741,-3.4123687744140625,-10.784526824951172,0,1,0.4725077695084136,48.0,dha,0.003750061662765187,kamakshi
0,497.7421230458018,768.7143709467612,578.1485328500418,1075.8906558958436,805.7128748101468,736.0212599521552,649.5579930768018,875.1177290852753,8,2,1.1581268,-39.107666,-8.984718322753906,-15.744422912597656,1,0,0.9375154156912968,49.0,dha,0.003750061662765187,kamakshi
0,242.9895012039227,739.0094299422478,689.9538148477834,932.9433160517061,746.3412922868963,722.3394155994298,828.4703527555212,746.6442147792126,6,2,0.7479744,-19.898647,-7.030784606933594,-9.758575439453125,0,1,0.3750061662765187,50.0,dha,0.003750061662765187,kamakshi
0,505.34950222948487,939.5706796504786,760.405787703774,1265.7552899332588,1080.6997651285985,793.6739448691495,1261.9712456204775,881.8874766958795,2,4,2.5155182,-23.029312,-2.8835220336914062,-10.461410522460938,0,1,0.37875622793928393,51.0,dha,0.003750061662765187,kamakshi
0,385.2236768475693,858.9665858401963,788.9701548818186,1174.193831729388,866.3101175729322,816.9077456560908,1027.8370370899772,801.3996602297931,4,2,0.86834717,-38.200264,-7.625855445861816,-17.99915313720703,0,1,0.4350071528807617,52.0,dha,0.003750061662765187,kamakshi
0,173.242558899477,751.9947699038848,718.8621364419771,892.1046953414541,738.4832477521588,723.0221025821061,720.3872120965797,879.4071075789618,9,2,1.5499306,-19.063068,-4.891777992248535,-8.446027755737305,1,0,0.4875080161594743,53.0,dha,0.003750061662765187,kamakshi
0,562.9661417952021,956.5343237291546,713.7183136408211,1276.6844554360232,1228.7885637232332,745.7506542902919,1113.0898788350314,746.2107641476151,2,2,0.762764,-45.437347,-12.80414867401123,-22.04170036315918,0,1,0.4875080161594743,54.0,dha,0.003750061662765187,kamakshi
0,74.37783847345327,1022.0838298277623,1001.7674272583504,1076.1452657318036,1041.5764640430666,1003.5993880369018,1006.1900104664243,1064.322972875037,4,4,2.4860344,-22.589901,-1.2194156646728516,-15.502120018005371,1,0,0.3225053029978061,55.0,dha,0.003750061662765187,kamakshi
0,551.6968755970039,1007.9478104760651,700.582431089504,1252.2793066865079,1224.456060038014,726.3226252066806,1157.8724184871119,708.0919627654131,6,12,3.6081963,-30.453747,0.540562629699707,-3.486994743347168,0,1,0.48000789283394396,56.0,dha,0.003750061662765187,kamakshi
0,89.36123244101316,950.1952611771733,915.1035514503079,1004.4647838913211,970.8266293054636,929.016077605094,957.3450745464037,920.2896381705203,4,2,1.5497665,-15.325031,-0.5029716491699219,-10.443717956542969,0,1,0.33375548798610166,57.0,dha,0.003750061662765187,kamakshi
0,105.16697702398642,845.0228166229927,782.9763922934296,888.143369317416,872.0099332317209,819.2331034759459,826.9832169594388,825.2054268523066,2,6,2.1475716,-32.224327,-3.076528549194336,-10.940934181213379,0,1,0.3675060429509883,58.0,dha,0.003750061662765187,kamakshi
0,545.1476498988096,961.4279426199196,683.8056197214911,1228.9532696203007,1202.0585661001583,707.4434834227925,1059.2514897006276,693.9953622712715,6,2,1.4069252,-37.627853,-5.996074676513672,-10.28896713256836,0,1,0.6375104826700818,59.0,dha,0.003750061662765187,kamakshi
0,599.6289975812668,838.576544804854,499.4745501911751,1099.103547772442,875.4590615512128,828.6406282492162,984.8831591267875,606.993055470516,4,2,0.7664261,-42.827473,-8.168413162231445,-22.517290115356445,0,1,0.40500665957864024,60.0,dha,0.003750061662765187,kamakshi
0,126.00426784195645,736.3155546013431,698.7161531018106,824.7204209437671,741.2478181606732,711.6343168772207,699.8162194002176,815.7148176148668,8,8,2.190937,-20.095722,-1.1382942199707031,-7.533736228942871,1,0,0.461257584520118,61.0,dha,0.003750061662765187,kamakshi
0,858.2702424821995,86.64381308416928,-167.347460931901,690.9227815502985,332.17729714938486,-145.88415389626726,-163.7703022024965,635.422684699241,2,4,2.2644844,-25.376717,-2.3687620162963867,-15.994906425476074,1,0,0.36000591962545797,62.0,dha,0.003750061662765187,kamakshi
0,199.27579365836766,772.0639957708856,697.0435298342046,896.3193234925723,801.5565941568673,731.8278302557894,725.1380580953721,770.7181434544731,8,2,1.8745117,-27.614414,-6.980804443359375,-16.747093200683594,1,0,0.7050115925998552,63.0,dha,0.003750061662765187,kamakshi
0,116.50713446673876,927.2677423065791,843.8208528048558,960.3279872715946,942.2352178745922,920.5574644373337,874.4335923014526,921.2309346746839,2,2,0.75832367,-19.803589,-1.546783447265625,-12.626396179199219,1,0,0.3862563512648143,64.0,dha,0.003750061662765187,kamakshi
0,242.68771153031707,829.3473006881385,771.400860648622,1014.0885721789391,839.5525966670298,805.5747102495786,939.6369258295526,781.8256977254298,2,2,1.5750275,-26.140064,-4.415946960449219,-11.546852111816406,0,1,0.31125511800951056,65.0,dha,0.003750061662765187,kamakshi
0,580.9080836997999,957.779116203795,697.7881694840534,1278.6962531838533,1240.7447777112245,741.7104491466437,1256.79926396854,709.170586454104,6,2,0.63777924,-20.649273,-8.184531211853027,-15.252729415893555,0,1,0.60000986604243,66.0,dha,0.003750061662765187,kamakshi
0,86.10888238600558,709.3570250142006,682.0903267076682,768.1992090936737,723.2986484187592,695.647525378412,699.5590837048792,742.8223937899577,6,4,2.9139595,-17.352207,-0.32982635498046875,-7.039134979248047,1,0,0.40125659791587504,67.0,dha,0.003750061662765187,kamakshi
0,66.78773507793971,919.670299663628,884.8078035026554,951.5955385805951,943.4303135568701,892.3477844647277,885.8281423233757,923.8763707820441,2,2,3.0038452,-35.03349,-9.242866516113281,-12.424372673034668,1,0,0.2062533914520853,68.0,dha,0.003750061662765187,kamakshi
0,88.9977993984495,737.7735429189248,697.083717522605,786.0815169210545,765.382137562616,710.7809532182283,772.0443986789074,699.9351630744843,6,8,2.1351624,-18.755913,-1.6474971771240234,-8.586446762084961,0,1,0.3637559812882232,69.0,dha,0.003750061662765187,kamakshi
0,133.58479512062092,718.9066382773221,698.7161531018127,832.3009482224336,723.3404899147062,699.9495808281667,717.8993643758045,797.7024410711293,6,4,1.8536682,-28.458212,-2.390239715576172,-15.812969207763672,1,0,0.4650076461828832,70.0,dha,0.003750061662765187,kamakshi
0,49.87912857530603,905.0436787099155,876.6852852135454,926.5644137888514,915.6866383398649,894.9640442413379,912.054784123513,882.8288875468015,2,2,0.64302826,-25.325268,-0.8048267364501953,-17.042221069335938,0,1,0.2062533914520853,71.0,dha,0.003750061662765187,kamakshi
0,538.2574309514097,942.7992846294195,726.2313388698195,1264.4887698212292,1133.8159216386841,756.7444395745852,934.6203251404132,865.6580647357749,2,6,1.9969788,-37.163994,-4.50520133972168,-13.070855140686035,0,1,0.4350071528807617,72.0,dha,0.003750061662765187,kamakshi
0,306.7754604587651,852.209610790516,650.5025846330021,957.2780450917672,925.101114440125,732.7307995700512,819.1389373106315,929.5009956962139,14,2,2.2480392,-22.398788,-6.395761489868164,-12.607378005981445,1,0,1.143768807143382,73.0,dha,0.003750061662765187,kamakshi
0,151.8808302397705,827.7298001206032,756.4794282927619,908.3602585325324,824.5474944224998,812.9999682369403,905.6740525717178,774.1534110401172,6,2,1.7554703,-27.768822,-3.760746955871582,-9.746659278869629,0,1,0.4162568445669358,74.0,dha,0.003750061662765187,kamakshi
0,598.4437072147077,778.1592924103809,687.3167347274687,1285.7604419421764,813.1968458214527,715.7335966303813,1047.6123401586983,690.7348759697551,6,2,0.9086151,-32.65711,-6.097515106201172,-13.383777618408203,0,1,0.42000690622970094,75.0,dha,0.003750061662765187,kamakshi
0,52.97410502991647,715.2048699221426,692.3840679341376,745.3581729640541,724.6073021254089,701.7068168810763,714.6430822164626,715.995234852385,4,2,2.5686607,-28.916046,-4.410968780517578,-14.872648239135742,1,0,0.4425072762062921,76.0,dha,0.003750061662765187,kamakshi
0,980.4392513337898,881.4987205980051,691.8351042885931,1672.274355622383,851.9454677165656,723.1049968120853,1536.1274385826573,704.2655896792413,4,2,0.8397713,-23.104523,-3.8608741760253906,-13.615272521972656,0,1,0.42000690622970094,77.0,dha,0.003750061662765187,kamakshi
0,48.346260129283564,721.2426063717263,699.6782951701242,748.0245552994078,731.683350051155,710.7231257898242,737.4050761421204,703.4041590077458,4,2,0.7384758,-27.703163,-3.7584877014160156,-10.15542221069336,0,1,0.40125659791587504,78.0,dha,0.003750061662765187,kamakshi
0,262.824930093091,787.3690882766375,642.6673855987232,905.4923156918142,892.0702295979083,686.2885848796998,891.2453078037446,787.6196725984954,2,2,0.9619217,-23.483257,-3.296590805053711,-16.92019271850586,0,1,0.2062533914520853,79.0,dha,0.003750061662765187,kamakshi
0,60.904753041772665,711.0153225255718,684.0812305150309,744.9859835568036,722.8497406088495,694.4269717548528,696.8306373261726,687.6977074667069,6,2,0.9088669,-26.154465,-8.048690795898438,-11.731483459472656,0,1,0.3825062896020491,80.0,dha,0.003750061662765187,kamakshi
0,27.74749294352273,919.5663591300198,906.1341199003662,933.8816128438889,924.4377442233249,913.1271638132448,920.6373265269007,921.2048883313678,4,2,1.2797508,-21.522907,-8.317127227783203,-14.696052551269531,1,0,0.2325038230914416,81.0,dha,0.003750061662765187,kamakshi
0,501.2591030649286,926.4847398607243,737.1049013609855,1238.3640044259141,1125.7865801515272,757.9169496004077,1138.5818230203097,837.1311209044572,6,2,0.61681366,-35.22072,-7.548200607299805,-27.586328506469727,0,1,0.4125067829041706,82.0,dha,0.003750061662765187,kamakshi
0,434.2608753429936,890.2075926245927,662.1162814620304,1096.377156805024,930.4329457441046,867.1308411557358,936.8654188349878,937.6631637495642,10,2,2.148346,-30.88068,-15.777031898498535,-20.50320816040039,1,0,1.0162667106093657,83.0,dha,0.003750061662765187,kamakshi
0,474.306467878459,880.8637679876678,762.2792687617816,1236.5857366402406,902.531988109555,808.0625641160557,1185.162376352821,775.3424776352591,4,2,1.6510468,-27.723581,-2.157613754272461,-10.242898941040039,0,1,0.39750653625310983,84.0,dha,0.003750061662765187,kamakshi
0,513.5672423802246,897.0514707161765,801.464139176973,1315.0313815571976,870.6155879316689,845.742980339124,1210.198008582284,807.905068176652,4,6,3.3967476,-14.0159,-0.5837507247924805,-6.297183036804199,0,1,0.2962548713584498,85.0,dha,0.003750061662765187,kamakshi
1,472.1417517777053,-182.04955002706836,-440.2080277972688,31.933723980436493,-75.60267543840065,-286.7756484663338,-114.63236652906896,-290.9621358317058,6,2,0.793663,-29.446175,-16.683673858642578,-22.99886703491211,0,1,1.40252306187418,0.0,ni,0.003750061662765187,kamakshi
1,248.7039851401455,1014.7706311192454,918.01930202691,1166.7232871670556,1065.6149142236522,954.2282787411059,941.1520286760939,1001.4557873527806,4,2,1.4096375,-25.294298,-7.568882942199707,-14.70042610168457,1,0,0.5062583244733003,1.0,ni,0.003750061662765187,kamakshi
1,340.7496244260735,-174.95891264405049,-337.4596363188201,3.2899881072534147,-55.68084495748042,-277.751667350675,-236.1009216596565,-170.8553943062683,4,2,0.9112587,-33.169228,-11.237606048583984,-19.99924087524414,1,0,0.9787660939817139,2.0,ni,0.003750061662765187,kamakshi
1,390.3667103047633,-140.96972078847105,-340.33678960654476,50.02992069821851,-44.12803168427956,-235.18363980822983,-45.41668627753975,-148.53713782821362,8,4,0.9014511,-27.511951,-11.703530311584473,-21.90686321258545,0,1,0.7350120859019766,3.0,ni,0.003750061662765187,kamakshi
1,311.7682710603725,923.8449336047674,854.7651438872746,1166.533414947647,971.976917331612,863.693033522416,1052.7823904397314,1003.5742468746735,4,2,1.9230423,-35.227615,-11.002464294433594,-21.138341903686523,0,1,0.3637559812882232,4.0,ni,0.003750061662765187,kamakshi
1,190.54566314057718,1039.1594101893604,902.6750148766508,1093.220678017228,1073.860749405902,1017.7241849132457,919.2948304920701,1083.1161828502945,2,2,3.1583633,-26.478273,-8.363691806793213,-20.394750595092773,1,0,0.341255611311632,5.0,ni,0.003750061662765187,kamakshi
1,336.1784323271201,65.52100562306345,-85.1568347665749,251.0215975605452,202.63620628788547,-21.322686869045,-21.51906974309104,-71.26947300670234,12,2,1.6903076,-16.776318,-3.3290634155273438,-8.22537612915039,0,1,0.8887646140753493,6.0,ni,0.003750061662765187,kamakshi
1,388.8488679226591,997.9660671008576,883.7013353498498,1272.550203272509,1053.4581946585236,909.1785125139106,895.0934876864553,1026.5038619722452,4,2,1.3719215,-37.505283,-5.850445747375488,-20.18118381500244,1,0,0.4875080161594743,7.0,ni,0.003750061662765187,kamakshi
1,670.6231501046117,1185.1668627159236,872.8123155406671,1543.4354656452788,1220.0873082834487,1184.1318770651378,1198.3560753324666,916.5664780199821,12,4,2.0015984,-28.849644,-12.78210163116455,-19.360251426696777,0,1,0.8775144290870538,8.0,ni,0.003750061662765187,kamakshi
1,116.06843463337407,892.3902187292878,806.2167465211464,922.2851811545205,909.9493943554297,889.3406228160393,904.9833697958547,810.6518911566386,6,2,0.7276535,-25.575333,-2.4284820556640625,-12.295404434204102,0,1,0.4462573378690573,9.0,ni,0.003750061662765187,kamakshi
1,457.9784346267403,-140.25049020034973,-333.78548471038795,124.19294991635233,-4.557863064724277,-291.24049733304514,-28.218441568509643,-186.09234147020075,8,2,0.5831871,-38.158607,-10.361507415771484,-20.814037322998047,0,1,0.7912630108434545,10.0,ni,0.003750061662765187,kamakshi
1,259.16779714381596,992.2205209168613,872.4029522264393,1131.5707493702553,1076.904237623519,907.406615320325,908.1687032395953,938.9573294118532,4,2,1.0855522,-27.19053,-6.876220703125,-20.964927673339844,1,0,0.5625092494147781,11.0,ni,0.003750061662765187,kamakshi
1,712.859634175154,378.33111961088616,137.09181663539422,849.9514508105483,596.4369166556733,188.89796759557217,180.03483206325635,547.7170388870621,6,2,0.7371788,-34.387825,-6.848806381225586,-13.642062187194824,1,0,0.4875080161594743,12.0,ni,0.003750061662765187,kamakshi
